"","V0","V1","V2"
"5683","toner",11837,5
"5684","tones",12348,5
"5685","topee",12255,4
"5686","toper",11111,5
"5687","totem",10675,4
"5688","toter",11877,4
"5689","towel",10201,5
"5690","tower",10511,5
"5691","trier",12312,4
"5692","tries",12823,5
"5693","truer",11447,4
"5694","tuner",10934,5
"5695","tunes",11445,5
"5696","tupek",8580,5
"5697","tutee",12118,3
"5698","tyler",10755,5
"5699","types",10337,5
"5700","unpeg",8679,5
"5701","unsex",9786,5
"5702","upper",9442,4
"5703","upset",10719,5
"5704","urges",10942,5
"5705","usher",11107,5
"5706","utter",10974,4
"5707","vigee",10520,4
"5708","vimen",9150,5
"5709","vines",10863,5
"5710","viper",9626,5
"5711","vireo",10864,5
"5712","vires",11376,5
"5713","vixen",8220,5
"5714","voles",11104,5
"5715","vomer",9701,5
"5716","voter",10430,5
"5717","votes",10941,5
"5718","vowel",8754,5
"5719","vower",9064,5
"5720","wiley",9350,5
"5721","wines",10944,5
"5722","winey",9147,5
"5723","wiper",9707,5
"5724","wipes",10218,5
"5725","wirer",10946,4
"5726","wires",11457,5
"5727","wiser",11457,5
"5728","wives",9537,5
"5729","wizen",8277,5
"5730","woken",8843,5
"5731","women",9269,5
"5732","wooer",10983,4
"5733","woven",8551,5
"5734","wrier",10946,4
"5735","wryer",9699,4
"5736","wyler",9389,5
"5737","xylem",7894,5
"5738","yokel",9599,5
"5739","ypres",10810,5
"5740","yquem",7166,5
"5741","zones",10665,5
"5742","fille",10387,4
"5743","fluke",8204,5
"5744","flume",8630,5
"5745","flute",9359,5
"5746","folie",10696,5
"5747","forge",9556,5
"5748","forte",10572,5
"5749","fosse",12067,4
"5750","frore",11045,4
"5751","froze",8889,5
"5752","fugue",7749,4
"5753","furze",7986,5
"5754","gigue",8903,4
"5755","glove",9104,5
"5756","glume",8919,5
"5757","glute",9648,5
"5758","gnome",9619,5
"5759","gonne",10308,4
"5760","goose",11844,4
"5761","gorge",9845,4
"5762","gorse",11845,5
"5763","gouge",8941,4
"5764","grime",10094,5
"5765","gripe",10057,5
"5766","grise",11807,5
"5767","grope",10095,5
"5768","grove",9414,5
"5769","grume",9229,5
"5770","guile",10082,5
"5771","guine",9879,5
"5772","guise",10903,5
"5773","gynne",9023,4
"5774","hinge",9459,5
"5775","hooke",9870,4
"5776","horne",10986,5
"5777","horse",12010,5
"5778","house",11106,5
"5779","hoyle",9903,5
"5780","hymie",8973,5
"5781","inkle",10334,5
"5782","inure",11368,5
"5783","isole",12985,5
"5784","issue",12903,4
"5785","jorge",9156,5
"5786","josue",10252,5
"5787","joule",9431,5
"5788","kline",10334,5
"5789","knife",8866,5
"5790","koine",10643,5
"5791","konoe",10681,4
"5792","kopje",7778,5
"5793","krone",10682,5
"5794","kylie",9561,5
"5795","ligne",10473,5
"5796","lille",11855,3
"5797","lisle",12676,4
"5798","lithe",10678,5
"5799","litre",12002,5
"5800","loire",12474,5
"5801","loose",13023,4
"5802","lorre",12513,4
"5803","lotte",11567,4
"5804","loupe",10370,5
"5805","louse",12120,5
"5806","lunge",9608,5
"5807","milne",10760,5
"5808","minge",9581,5
"5809","minke",9442,5
"5810","mitre",11110,5
"5811","moire",11582,5
"5812","molle",11001,4
"5813","monte",10635,5
"5814","moore",11620,4
"5815","moose",12131,4
"5816","morse",12132,5
"5817","moshe",10808,5
"5818","mouse",11228,5
"5819","movie",9662,5
"5820","moxie",9450,5
"5821","murre",10718,4
"5822","myope",9096,5
"5823","nitre",11799,5
"5824","noise",12782,5
"5825","nolle",11690,4
"5826","noose",12820,4
"5827","norge",10821,5
"5828","norse",12821,5
"5829","nurse",11918,5
"5830","ogive",9375,5
"5831","olive",10554,5
"5832","opine",11032,5
"5833","outre",11446,5
"5834","ovine",10351,5
"5835","ovule",9689,5
"5836","oxime",9450,5
"5837","ozone",10153,4
"5838","phone",9747,5
"5839","phyle",8665,5
"5840","pique",8376,5
"5841","piste",11584,5
"5842","piute",10169,5
"5843","pixie",9375,4
"5844","plume",9169,5
"5845","pogge",8606,4
"5846","poise",12056,5
"5847","pomme",9180,4
"5848","ponte",10598,5
"5849","poove",9663,4
"5850","porte",11111,5
"5851","posse",12606,4
"5852","poste",11622,5
"5853","prime",10344,5
"5854","prise",12057,5
"5855","prize",9390,5
"5856","prole",11274,5
"5857","prone",11071,5
"5858","prose",12095,5
"5859","prove",9664,5
"5860","prune",10168,5
"5861","pulse",10882,5
"5862","purge",9192,5
"5863","purse",11192,5
"5864","pyxie",8128,5
"5865","quine",9102,5
"5866","quire",9615,5
"5867","quite",9142,5
"5868","quote",9180,5
"5869","rhine",10948,5
"5870","rhone",10986,5
"5871","rhyme",9012,5
"5872","rifle",10697,5
"5873","rilke",10847,5
"5874","rinse",12783,5
"5875","rogue",10430,5
"5876","rouge",10430,5
"5877","rouse",12430,5
"5878","route",11446,5
"5879","shine",11459,5
"5880","shire",11972,5
"5881","shite",11499,5
"5882","shone",11497,5
"5883","shore",12010,5
"5884","shote",11537,5
"5885","shove",10090,5
"5886","shute",10634,5
"5887","singe",11294,5
"5888","skive",9748,5
"5889","slime",11784,5
"5890","slope",11785,5
"5891","smile",11784,5
"5892","smite",11621,5
"5893","smoke",10504,5
"5894","smote",11659,5
"5895","snipe",11544,5
"5896","snore",12821,5
"5897","solve",11104,5
"5898","somme",10930,4
"5899","souse",12941,4
"5900","spike",10429,5
"5901","spile",11747,5
"5902","spine",11544,5
"5903","spire",12057,5
"5904","spite",11584,5
"5905","spoke",10467,5
"5906","spore",12095,5
"5907","sprue",11192,5
"5908","spume",9990,5
"5909","stile",12513,5
"5910","stipe",11584,5
"5911","stoke",11233,5
"5912","stole",12551,5
"5913","stone",12348,5
"5914","store",12861,5
"5915","stove",10941,5
"5916","stowe",11022,5
"5917","stupe",10719,5
"5918","style",11266,5
"5919","suite",11919,5
"5920","surge",10942,5
"5921","swine",10944,5
"5922","swipe",10218,5
"5923","swore",11495,5
"5924","synge",10047,5
"5925","thole",10716,5
"5926","those",11537,5
"5927","throe",11026,5
"5928","thule",9813,5
"5929","thyme",8539,5
"5930","tinge",10310,5
"5931","tithe",10515,4
"5932","title",11529,4
"5933","titre",11839,4
"5934","tonne",11324,4
"5935","toque",9180,5
"5936","torte",11877,4
"5937","toupe",10207,5
"5938","trike",10684,5
"5939","trine",11799,5
"5940","tripe",11073,5
"5941","trite",11839,4
"5942","trope",11111,5
"5943","trove",10430,5
"5944","tsine",12310,5
"5945","tulle",10827,4
"5946","twine",9960,5
"5947","unite",10895,5
"5948","untie",10895,5
"5949","urine",11368,5
"5950","utile",11098,5
"5951","vogue",8510,5
"5952","voile",10554,5
"5953","volte",10120,5
"5954","vouge",8510,5
"5955","while",9312,5
"5956","whine",9109,5
"5957","white",9149,5
"5958","whole",9350,5
"5959","whore",9660,5
"5960","whose",10171,5
"5961","withe",9149,5
"5962","wolfe",8896,5
"5963","worse",11495,5
"5964","write",10473,5
"5965","wrote",10511,5
"5966","wylie",9350,5
"5967","fifth",6288,4
"5968","fifty",6326,4
"5969","fight",6577,5
"5970","fijis",8157,4
"5971","fills",9754,4
"5972","filly",7957,4
"5973","films",8862,5
"5974","filmy",7065,5
"5975","filth",7756,5
"5976","filum",7447,5
"5977","finis",9822,4
"5978","finno",8836,4
"5979","finny",7551,4
"5980","firms",9172,5
"5981","first",9901,5
"5982","firth",8066,5
"5983","fishy",7764,5
"5984","fists",10412,4
"5985","fitly",7794,5
"5986","fizzy",4265,4
"5987","fling",7551,5
"5988","flint",8567,5
"5989","flirt",9080,5
"5990","flogs",8613,5
"5991","floor",9590,4
"5992","flops",8863,5
"5993","flory",8305,5
"5994","floss",10613,4
"5995","flour",8687,5
"5996","flout",8214,5
"5997","flown",7239,5
"5998","flows",8263,5
"5999","fluff",5132,3
"6000","fluky",5774,5
"6001","flump",6247,5
"6002","flung",6686,5
"6003","flunk",6547,5
"6004","fluor",8687,5
"6005","flush",7875,5
"6006","foggy",5637,4
"6007","foils",10063,5
"6008","foist",9900,5
"6009","folio",9551,4
"6010","folks",8474,5
"6011","folly",7995,4
"6012","fomor",8698,4
"6013","fools",10101,4
"6014","forgo",8411,4
"6015","forks",8784,5
"6016","forms",9210,5
"6017","forth",8104,5
"6018","forty",8142,5
"6019","forum",7795,5
"6020","fount",8011,5
"6021","fours",9508,5
"6022","fowls",8263,5
"6023","frigg",6885,4
"6024","frill",9243,4
"6025","frisk",8746,5
"6026","fritt",8917,4
"6027","fritz",7234,5
"6028","frizz",5551,4
"6029","frogs",8923,5
"6030","frons",9899,5
"6031","front",8915,5
"6032","frost",9939,5
"6033","froth",8104,5
"6034","frown",7549,5
"6035","fruit",8486,5
"6036","frump",6557,5
"6037","fuggy",4734,4
"6038","fugly",5913,5
"6039","fulls",8889,4
"6040","fully",7092,4
"6041","fungi",6957,5
"6042","funky",5571,5
"6043","funny",6686,4
"6044","furor",8997,4
"6045","furry",7712,4
"6046","fusil",9160,5
"6047","fussy",8734,4
"6048","fusty",7750,5
"6049","futon",8011,5
"6050","fuzzy",3400,4
"6051","mflop",7150,5
"6052","gifts",8412,5
"6053","huffy",4610,4
"6054","infix",7179,4
"6055","jiffy",4621,4
"6056","lifts",9591,5
"6057","lofts",9629,5
"6058","lofty",7832,5
"6059","miffy",5597,4
"6060","mufti",7284,5
"6061","niffy",6286,4
"6062","nifty",7591,5
"6063","puffs",6492,4
"6064","puffy",4695,4
"6065","riffs",8596,4
"6066","ruffs",7731,4
"6067","sifts",10412,4
"6068","softy",8653,5
"6069","toffy",6364,4
"6070","tufts",8563,4
"6071","unfit",7973,5
"6072","golfo",8101,4
"6073","goofy",7125,4
"6074","gruff",5731,4
"6075","gulfs",7710,5
"6076","hoofs",9087,4
"6077","khufu",5142,4
"6078","quiff",4915,4
"6079","roofs",10411,4
"6080","roofy",8614,4
"6081","shift",8577,5
"6082","skiff",6968,4
"6083","sniff",8083,4
"6084","snuff",7218,4
"6085","spiff",7357,4
"6086","stiff",8123,4
"6087","stuff",7258,4
"6088","swift",8062,5
"6089","turfy",7239,5
"6090","unify",7160,5
"6091","whiff",4922,4
"6092","wolff",5974,4
"6093","gonif",7860,5
"6094","hrolf",8267,5
"6095","iosif",10334,4
"6096","motif",8187,5
"6097","proof",8661,4
"6098","spoof",9172,4
"6099","wolof",7751,4
"6100","woolf",7751,4
"6101","ghost",8904,5
"6102","ghoul",7652,5
"6103","gigot",8189,4
"6104","gills",10043,4
"6105","gimpy",6425,5
"6106","ginzo",7482,5
"6107","gippo",7673,4
"6108","gipsy",8138,5
"6109","girls",10353,5
"6110","girru",9248,4
"6111","girth",8355,5
"6112","gismo",9460,5
"6113","gizmo",6793,5
"6114","glint",8856,5
"6115","glitz",7213,5
"6116","glogg",6902,3
"6117","gloom",8677,4
"6118","glory",8594,5
"6119","gloss",10902,4
"6120","glows",8552,5
"6121","gluon",8463,5
"6122","glyph",6032,5
"6123","gogol",8390,3
"6124","going",8149,4
"6125","golgi",8352,4
"6126","golly",8284,4
"6127","gongs",8699,4
"6128","gonzo",7520,4
"6129","goony",8390,4
"6130","goosy",9414,4
"6131","gorki",8523,5
"6132","gorky",7276,5
"6133","gouty",7527,5
"6134","gowns",8349,5
"6135","goyim",7663,5
"6136","grill",9532,4
"6137","grimm",7748,4
"6138","grimy",7664,5
"6139","grins",10150,5
"6140","griot",9678,5
"6141","grips",9424,5
"6142","gript",8440,5
"6143","grist",10190,5
"6144","grits",10190,5
"6145","groin",9638,5
"6146","groom",8987,4
"6147","gross",11212,4
"6148","grosz",8545,5
"6149","group",8047,5
"6150","grout",8813,5
"6151","growl",8041,5
"6152","grown",7838,5
"6153","grows",8862,5
"6154","grump",6846,5
"6155","grunt",8301,5
"6156","guilt",8465,5
"6157","gulls",9178,4
"6158","gully",7381,4
"6159","gummy",5597,4
"6160","gunny",6975,4
"6161","guppy",5523,4
"6162","gurus",8894,4
"6163","gushy",7188,5
"6164","gussy",9023,4
"6165","gusto",9324,5
"6166","gusty",8039,5
"6167","gutsy",8039,5
"6168","guyot",7527,5
"6169","gwynn",6040,4
"6170","gypsy",6891,4
"6171","gyrus",8512,5
"6172","igigi",8585,2
"6173","igloo",9840,4
"6174","ignis",10111,4
"6175","nguni",8222,4
"6176","highs",8015,4
"6177","ingot",9165,5
"6178","light",8045,5
"6179","logos",10390,4
"6180","lygus",8202,5
"6181","might",7153,5
"6182","mogul",7774,5
"6183","muggy",5310,4
"6184","mugho",6760,5
"6185","mugil",7736,5
"6186","night",7842,5
"6187","ought",7489,5
"6188","piggy",6138,4
"6189","pigmy",6425,5
"6190","pugin",7496,5
"6191","pygmy",5178,4
"6192","riggs",9174,4
"6193","right",8355,5
"6194","rigil",9803,4
"6195","rigor",10151,4
"6196","sighs",9850,4
"6197","sight",8866,5
"6198","signs",10661,4
"6199","sigyn",8864,5
"6200","soggy",7926,4
"6201","tight",7882,4
"6202","tigon",9165,5
"6203","uigur",8344,4
"6204","uygur",7097,4
"6205","vigil",7883,4
"6206","vigor",8231,5
"6207","vogul",7056,5
"6208","wight",6516,5
"6209","yogin",8352,5
"6210","inigo",9599,4
"6211","jingo",7460,5
"6212","kings",8522,5
"6213","kongo",8048,4
"6214","lingo",9328,5
"6215","lough",7652,5
"6216","luigi",8899,4
"6217","lungi",8425,5
"6218","lungs",8975,5
"6219","mingy",7151,5
"6220","mongo",8474,4
"6221","mungo",7571,5
"6222","musgu",7692,4
"6223","oligo",9840,4
"6224","ology",8593,4
"6225","outgo",8812,4
"6226","plugs",8249,5
"6227","pongo",8437,4
"6228","porgy",7665,5
"6229","ringo",9638,5
"6230","rings",10150,5
"6231","rough",7962,5
"6232","rungs",9285,5
"6233","shogi",9338,5
"6234","sings",10661,4
"6235","slugs",9999,4
"6236","smsgt",9538,4
"6237","songs",10699,4
"6238","sorgo",10700,4
"6239","sough",8473,5
"6240","stogy",8942,5
"6241","thigh",7031,4
"6242","thugs",8001,5
"6243","tongs",9715,5
"6244","tough",7489,5
"6245","twigs",8351,5
"6246","ulugh",6749,4
"6247","vingt",7246,5
"6248","virgo",8231,5
"6249","wings",8311,5
"6250","hmong",7151,5
"6251","krung",7146,5
"6252","lying",8043,5
"6253","moong",8474,4
"6254","owing",7799,5
"6255","pirog",8912,5
"6256","prong",8438,5
"6257","shrug",8474,5
"6258","sling",9840,5
"6259","slung",8975,5
"6260","sprig",9424,5
"6261","sprog",9462,5
"6262","sting",9677,5
"6263","stung",8812,5
"6264","swing",8311,5
"6265","swung",7446,5
"6266","thing",7842,5
"6267","thong",7880,5
"6268","tsung",8812,5
"6269","tying",7880,5
"6270","unrig",8735,5
"6271","using",9246,5
"6272","vying",6433,5
"6273","wring",7800,5
"6274","wrong",7838,5
"6275","wrung",6935,5
"6276","young",7487,5
"6277","hills",10208,4
"6278","hilly",8411,4
"6279","hilum",7901,5
"6280","hilus",9614,5
"6281","hinny",8005,4
"6282","hints",9842,5
"6283","hippo",7838,4
"6284","hippy",6553,4
"6285","hoist",10354,5
"6286","hoity",8557,5
"6287","hokum",6621,5
"6288","hollo",9734,3
"6289","holly",8449,4
"6290","honky",6928,5
"6291","honor",9841,4
"6292","hooks",9237,4
"6293","hooky",7440,4
"6294","hoops",9626,4
"6295","hoots",10392,4
"6296","horns",10353,5
"6297","horny",8556,5
"6298","horst",10393,5
"6299","horsy",9580,5
"6300","horus",9962,5
"6301","hosni",10314,5
"6302","hosts",10904,4
"6303","hothr",8558,4
"6304","hotly",8286,5
"6305","houri",9412,5
"6306","hours",9962,5
"6307","hulky",6228,5
"6308","hullo",8831,4
"6309","hulls",9343,4
"6310","humin",7698,5
"6311","humor",8249,5
"6312","humps",7522,5
"6313","humpy",5725,5
"6314","humus",7857,4
"6315","hunky",6025,5
"6316","hunts",8977,5
"6317","hurly",7856,5
"6318","hurok",7823,5
"6319","huron",8938,5
"6320","hurry",8166,4
"6321","hurts",9490,5
"6322","husks",8846,4
"6323","husky",7049,5
"6324","hussy",9188,4
"6325","hymns",7866,5
"6326","hyson",9067,5
"6327","khios",9199,5
"6328","khoum",6621,5
"6329","phlox",6674,5
"6330","phnom",7401,5
"6331","phony",7317,5
"6332","photo",8642,4
"6333","phots",9154,5
"6334","rhino",9803,5
"6335","shill",10208,4
"6336","shins",10826,4
"6337","shiny",9029,5
"6338","ships",10100,4
"6339","shirk",9200,5
"6340","shirr",10828,4
"6341","shirt",10355,5
"6342","shish",10015,3
"6343","shoji",8649,5
"6344","shook",9237,4
"6345","shoot",10392,4
"6346","shops",10138,4
"6347","shorn",10353,5
"6348","short",10393,5
"6349","shots",10904,4
"6350","shout",9489,5
"6351","shown",8514,5
"6352","shows",9538,4
"6353","showy",7741,5
"6354","shtik",8727,5
"6355","shtup",8251,5
"6356","shuln",9140,5
"6357","shunt",8977,5
"6358","shush",9150,3
"6359","shyly",7985,4
"6360","thill",9224,4
"6361","think",7703,5
"6362","thins",9842,5
"6363","thiry",8558,5
"6364","thorn",9369,5
"6365","thoth",8085,3
"6366","thrip",8605,5
"6367","throw",8043,5
"6368","thrum",7777,5
"6369","thump",6538,5
"6370","thunk",6838,5
"6371","thymi",7356,5
"6372","whims",7787,5
"6373","whiny",6679,5
"6374","whips",7750,5
"6375","whirl",8168,5
"6376","whirr",8478,4
"6377","whish",7665,4
"6378","whisk",7361,5
"6379","whist",8516,5
"6380","whizz",4166,4
"6381","whomp",6075,5
"6382","whoop",7276,4
"6383","whorl",8206,5
"6384","johns",8175,5
"6385","johor",8176,4
"6386","nihil",9455,4
"6387","nihon",9290,4
"6388","nohow",8002,4
"6389","moths",9191,5
"6390","mothy",7394,5
"6391","mushy",7475,5
"6392","myths",7906,5
"6393","pithy",7319,5
"6394","pushy",7438,5
"6395","rophy",7830,5
"6396","rushy",8677,5
"6397","sotho",10392,4
"6398","sushi",10435,4
"6399","tophi",8604,5
"6400","typhi",7319,5
"6401","unshy",8164,5
"6402","wishy",7703,5
"6403","withy",6719,5
"6404","irish",10789,4
"6405","knish",8687,5
"6406","lymph",6319,5
"6407","mirth",8642,5
"6408","month",8167,5
"6409","morph",7914,5
"6410","mouth",7776,5
"6411","musth",8288,5
"6412","myrrh",7868,4
"6413","ninth",8818,4
"6414","north",9369,5
"6415","nymph",6116,5
"6416","oomph",7913,4
"6417","plush",8414,5
"6418","sixth",8223,5
"6419","slosh",11067,4
"6420","sloth",10083,5
"6421","slush",10164,4
"6422","smith",9153,5
"6423","sooth",10392,4
"6424","south",9489,5
"6425","swish",9500,4
"6426","swosh",9538,4
"6427","sylph",8032,5
"6428","tilth",9061,4
"6429","tooth",9408,3
"6430","troth",9409,4
"6431","truth",8506,4
"6432","woosh",9026,4
"6433","worth",8043,5
"6434","wroth",8043,5
"6435","youth",7692,5
"6436","ilion",10778,4
"6437","ilium",9186,4
"6438","ilxxx",4935,3
"6439","immix",7066,3
"6440","imply",7604,5
"6441","inion",10575,3
"6442","injun",7533,4
"6443","input",8512,5
"6444","intro",10654,5
"6445","inuit",9712,4
"6446","ipsus",10520,4
"6447","irons",11638,5
"6448","irony",9841,5
"6449","issus",12270,3
"6450","ivory",8434,5
"6451","izmir",8244,4
"6452","jilts",9191,5
"6453","jimmy",5773,4
"6454","jinks",7833,5
"6455","jinni",8398,3
"6456","jiqui",6254,4
"6457","kills",9904,4
"6458","kilns",9701,5
"6459","kilts",9741,5
"6460","kinin",8948,3
"6461","kinks",8383,4
"6462","kinky",6586,4
"6463","kiosk",8895,4
"6464","kitty",7781,4
"6465","kitul",8326,5
"6466","kiwis",8646,4
"6467","kizil",7508,4
"6468","limit",9617,4
"6469","linin",10266,3
"6470","links",9701,5
"6471","linum",8712,5
"6472","linus",10425,5
"6473","linux",7782,5
"6474","lions",11328,5
"6475","lippi",8814,3
"6476","lippy",7567,4
"6477","lisps",11114,4
"6478","lists",11880,4
"6479","liszt",9213,5
"6480","mikir",8772,4
"6481","milky",7215,5
"6482","mills",10330,4
"6483","mimir",9198,3
"6484","mimus",8844,4
"6485","minim",8685,3
"6486","minks",8809,5
"6487","minor",9925,5
"6488","minos",10436,5
"6489","minsk",8809,5
"6490","mints",9964,5
"6491","minty",8167,5
"6492","minus",9533,5
"6493","mirky",7525,5
"6494","miror",10438,4
"6495","missy",10175,4
"6496","mists",10988,4
"6497","misty",9191,5
"6498","miwok",6971,5
"6499","ninny",8816,3
"6500","ninon",10101,3
"6501","nintu",9238,4
"6502","nippy",7364,4
"6503","nisus",11246,4
"6504","nitro",10654,5
"6505","nitty",8896,4
"6506","nixon",8482,4
"6507","pills",10293,4
"6508","pilot",9618,5
"6509","pilus",9699,5
"6510","pinko",8260,5
"6511","pinks",8772,5
"6512","pinky",6975,5
"6513","pinny",8090,4
"6514","pinon",9375,4
"6515","pinot",9415,5
"6516","pinsk",8772,5
"6517","pinto",9415,5
"6518","pints",9927,5
"6519","pinus",9496,5
"6520","pions",10399,5
"6521","pious",10008,5
"6522","pipit",8651,3
"6523","pipul",7949,4
"6524","pisum",8807,5
"6525","piton",9415,5
"6526","pitot",9455,4
"6527","pitty",8170,4
"6528","pivot",8008,5
"6529","qizil",6870,4
"6530","riots",11678,5
"6531","risks",11035,4
"6532","risky",9238,5
"6533","ritzy",7726,5
"6534","silks",10725,4
"6535","silky",8928,5
"6536","sills",12043,3
"6537","silly",10246,4
"6538","silos",12352,4
"6539","silty",10083,5
"6540","simon",10436,5
"6541","sinks",10522,4
"6542","sinus",11246,4
"6543","sioux",9115,5
"6544","siris",12624,3
"6545","sirup",10009,5
"6546","sison",12149,4
"6547","sissu",12270,3
"6548","sissy",11888,3
"6549","sixty",8261,5
"6550","tills",11059,4
"6551","timor",9965,5
"6552","timur",9062,5
"6553","tinny",8856,4
"6554","tints",10693,4
"6555","tippy",7404,4
"6556","tipsy",9154,5
"6557","tirol",10857,5
"6558","tirso",11678,5
"6559","titis",11167,3
"6560","titty",8936,3
"6561","titus",10302,4
"6562","tiyin",9330,4
"6563","tizzy",5570,4
"6564","villi",9062,3
"6565","vilno",8897,5
"6566","vinyl",7612,5
"6567","vioxx",5456,4
"6568","virtu",8344,5
"6569","virus",9328,5
"6570","visit",9720,4
"6571","visor",10231,5
"6572","vitis",9720,4
"6573","vitro",9247,5
"6574","vitus",8855,5
"6575","vizor",7564,5
"6576","wills",9693,4
"6577","willy",7896,4
"6578","wilms",8801,5
"6579","wilno",8978,5
"6580","wimpy",6075,5
"6581","winks",8172,5
"6582","wisps",9585,4
"6583","wispy",7788,5
"6584","witty",7570,4
"6585","zippo",7006,4
"6586","zippy",5721,4
"6587","joins",9460,5
"6588","joint",8476,5
"6589","joist",9500,5
"6590","klimt",8028,5
"6591","krill",9393,4
"6592","kriss",11035,4
"6593","kriti",9501,4
"6594","loins",11328,5
"6595","lviii",9333,3
"6596","lxiii",9121,3
"6597","mlitt",9183,4
"6598","mnium",7820,4
"6599","moist",10476,5
"6600","noisy",10352,5
"6601","omits",10476,5
"6602","onion",10613,3
"6603","opium",8295,5
"6604","orion",11126,4
"6605","pliny",8293,5
"6606","poilu",9187,5
"6607","point",9415,5
"6608","primi",9161,4
"6609","primo",9199,5
"6610","primp",7961,4
"6611","prink",8261,5
"6612","print",9416,5
"6613","prion",9888,5
"6614","prior",10401,4
"6615","prism",9711,5
"6616","privy",7196,5
"6617","quill",7851,4
"6618","quilt",7688,5
"6619","quint",7485,5
"6620","quips",7743,5
"6621","quipu",6328,4
"6622","quirk",6843,5
"6623","quirt",7998,5
"6624","quito",7997,5
"6625","quits",8509,5
"6626","roily",10044,5
"6627","ruins",10735,5
"6628","skill",9904,4
"6629","skimp",8083,5
"6630","skims",9833,4
"6631","skink",8383,4
"6632","skins",10522,4
"6633","skint",9538,5
"6634","skips",9796,4
"6635","skirl",10214,5
"6636","skirt",10051,5
"6637","skits",10562,4
"6638","slimy",9354,5
"6639","slink",9701,5
"6640","slips",11114,4
"6641","slits",11880,4
"6642","smilo",10639,5
"6643","smirk",9322,5
"6644","snips",10911,4
"6645","soils",12352,4
"6646","spiky",7999,5
"6647","spill",10293,4
"6648","spilt",10130,5
"6649","spins",10911,4
"6650","spiny",9114,5
"6651","spirt",10440,5
"6652","spits",10951,4
"6653","spitz",8284,5
"6654","still",11059,4
"6655","stilt",10896,4
"6656","stink",9538,5
"6657","stint",10693,4
"6658","stirk",10051,5
"6659","stirs",12190,4
"6660","suits",11286,4
"6661","swill",9693,4
"6662","swims",9622,4
"6663","swirl",10003,5
"6664","swiss",11335,3
"6665","toils",11368,5
"6666","trill",10548,4
"6667","trims",10477,5
"6668","trips",10440,5
"6669","twill",8709,4
"6670","twins",9327,5
"6671","twirl",9019,5
"6672","twirp",8090,5
"6673","twist",9367,4
"6674","tyiyn",8083,4
"6675","union",9710,4
"6676","units",10262,5
"6677","unity",8465,5
"6678","wrist",9840,5
"6679","writs",9840,5
"6680","xliii",9121,3
"6681","xviii",7511,3
"6682","xxiii",7299,2
"6683","josip",8734,5
"6684","julio",8248,5
"6685","junin",7533,4
"6686","kumis",8418,5
"6687","kylix",6285,5
"6688","kyyiv",5521,4
"6689","loris",11841,5
"6690","louis",10937,5
"6691","lupin",8675,5
"6692","lxvii",7240,4
"6693","lxxii",7028,3
"6694","lxxiv",5147,4
"6695","lysin",10043,5
"6696","lysis",11067,4
"6697","mujik",5729,5
"6698","mysis",10175,4
"6699","opsin",10399,5
"6700","orpin",9888,5
"6701","orris",12151,4
"6702","oxlip",7959,5
"6703","polio",10090,4
"6704","polis",10602,5
"6705","posit",10439,5
"6706","pupil",7949,4
"6707","purim",8296,5
"6708","putin",8512,5
"6709","pyxis",7495,5
"6710","quoin",7957,5
"6711","quoit",7997,5
"6712","rosin",11638,5
"6713","split",10130,5
"6714","spoil",10602,5
"6715","sprit",10440,5
"6716","squiz",6826,5
"6717","strip",10440,5
"6718","strix",9547,5
"6719","tokio",9538,4
"6720","toxin",8522,5
"6721","tulip",8715,5
"6722","tunis",10262,5
"6723","tupik",7397,5
"6724","turin",9751,5
"6725","unlit",9441,5
"6726","unpin",8472,4
"6727","unrip",8985,5
"6728","until",9441,5
"6729","unzip",6829,5
"6730","vomit",8045,5
"6731","xlvii",7240,4
"6732","xxvii",5418,3
"6733","xxxii",5206,2
"6734","xxxiv",3325,3
"6735","xyris",8734,5
"6736","zoril",9174,5
"6737","kokoi",8383,3
"6738","lulli",9807,3
"6739","lxxvi",5147,4
"6740","lxxxi",4935,3
"6741","multi",8752,5
"6742","mulwi",7386,5
"6743","nnrti",10142,4
"6744","ovoli",9409,4
"6745","putti",8552,4
"6746","styli",10083,5
"6747","sunni",10222,4
"6748","suomi",10045,5
"6749","topoi",9927,4
"6750","torsi",11678,5
"6751","turki",8636,5
"6752","tutsi",10302,4
"6753","tutti",9318,3
"6754","usuli",10034,4
"6755","xxxvi",3325,3
"6756","jolly",7595,4
"6757","jolts",9229,5
"6758","jolty",7432,5
"6759","jorum",7395,5
"6760","jotun",7611,5
"6761","joust",8635,5
"6762","jowls",7863,5
"6763","jowly",6066,5
"6764","jumps",6668,5
"6765","jumpy",4871,5
"6766","junky",5171,5
"6767","junto",7611,5
"6768","juror",8597,4
"6769","klutz",6209,5
"6770","knoll",8918,4
"6771","knots",9576,5
"6772","knout",8161,5
"6773","known",7186,4
"6774","knows",8210,5
"6775","kooky",7136,3
"6776","kotow",7738,4
"6777","kovno",7617,4
"6778","kroon",9537,4
"6779","kroto",9577,4
"6780","krupp",6670,4
"6781","kulun",7421,4
"6782","kursk",8031,4
"6783","kurus",8755,4
"6784","kurux",6112,4
"6785","kyoto",8291,4
"6786","kyzyl",5014,4
"6787","skulk",7721,4
"6788","skull",9039,4
"6789","skunk",7518,4
"6790","sukur",8755,4
"6791","tokyo",8291,4
"6792","yukon",7348,5
"6793","looks",10251,4
"6794","lurks",9349,5
